Gene	Gene_short	Replicon_name
epd	epd	ACBA007.D.00055.C001
yggS	yggS	ACBA007.D.00055.C001
pdxA_3	pdxA	ACBA007.D.00056.C001
DXS	DXS	ACBA007.D.00056.C001
pdxH	pdxH	ACBA007.D.00056.C001
yggS	yggS	ACBA007.D.00056.C001
epd	epd	ACBA007.D.00056.C001
pdxJ	pdxJ	ACBA007.D.00056.C001
serC_pdxF	serC	ACBA007.D.00056.C001
pdxB	pdxB	ACBA007.D.00056.C001
pdxH	pdxH	ACBA007.D.00057.C001
DXS	DXS	ACBA007.D.00057.C001
pdxA_3	pdxA	ACBA007.D.00057.C001
pdxB	pdxB	ACBA007.D.00057.C001
serC_pdxF	serC	ACBA007.D.00057.C001
pdxJ	pdxJ	ACBA007.D.00057.C001
epd	epd	ACBA007.D.00057.C001
yggS	yggS	ACBA007.D.00057.C001
pdxH	pdxH	ACBA007.D.00058.C001
DXS	DXS	ACBA007.D.00058.C001
pdxA_3	pdxA	ACBA007.D.00058.C001
pdxB	pdxB	ACBA007.D.00058.C001
serC_pdxF	serC	ACBA007.D.00058.C001
pdxJ	pdxJ	ACBA007.D.00058.C001
epd	epd	ACBA007.D.00058.C001
yggS	yggS	ACBA007.D.00058.C001
pdxH	pdxH	ACBA007.D.00059.C001
DXS	DXS	ACBA007.D.00059.C001
pdxA_3	pdxA	ACBA007.D.00059.C001
pdxB	pdxB	ACBA007.D.00059.C001
serC_pdxF	serC	ACBA007.D.00059.C001
pdxJ	pdxJ	ACBA007.D.00059.C001
epd	epd	ACBA007.D.00059.C001
yggS	yggS	ACBA007.D.00059.C001
pdxJ	pdxJ	ACBA007.D.00060.C001
serC_pdxF	serC	ACBA007.D.00060.C001
pdxB	pdxB	ACBA007.D.00060.C001
pdxA_3	pdxA	ACBA007.D.00060.C001
DXS	DXS	ACBA007.D.00060.C001
pdxH	pdxH	ACBA007.D.00060.C001
yggS	yggS	ACBA007.D.00060.C001
epd	epd	ACBA007.D.00060.C001
epd	epd	ACBA007.D.00061.C001
yggS	yggS	ACBA007.D.00061.C001
pdxH	pdxH	ACBA007.D.00061.C001
DXS	DXS	ACBA007.D.00061.C001
pdxA_3	pdxA	ACBA007.D.00061.C001
pdxB	pdxB	ACBA007.D.00061.C001
serC_pdxF	serC	ACBA007.D.00061.C001
pdxJ	pdxJ	ACBA007.D.00061.C001
pdxB	pdxB	ACBA007.D.00062.C001
serC_pdxF	serC	ACBA007.D.00062.C001
pdxJ	pdxJ	ACBA007.D.00062.C001
epd	epd	ACBA007.D.00062.C001
yggS	yggS	ACBA007.D.00062.C001
pdxH	pdxH	ACBA007.D.00062.C001
DXS	DXS	ACBA007.D.00062.C001
pdxA_3	pdxA	ACBA007.D.00062.C001
pdxH	pdxH	ACBA007.D.00063.C001
DXS	DXS	ACBA007.D.00063.C001
pdxA_3	pdxA	ACBA007.D.00063.C001
pdxB	pdxB	ACBA007.D.00063.C001
serC_pdxF	serC	ACBA007.D.00063.C001
pdxJ	pdxJ	ACBA007.D.00063.C001
epd	epd	ACBA007.D.00063.C001
yggS	yggS	ACBA007.D.00063.C001
yggS	yggS	ACBA007.D.00064.C001
epd	epd	ACBA007.D.00064.C001
pdxJ	pdxJ	ACBA007.D.00064.C001
serC_pdxF	serC	ACBA007.D.00064.C001
pdxB	pdxB	ACBA007.D.00064.C001
pdxA_3	pdxA	ACBA007.D.00064.C001
DXS	DXS	ACBA007.D.00064.C001
pdxH	pdxH	ACBA007.D.00064.C001
epd	epd	ACBA007.D.00065.C001
yggS	yggS	ACBA007.D.00065.C001
pdxH	pdxH	ACBA007.D.00065.C001
DXS	DXS	ACBA007.D.00065.C001
pdxA_3	pdxA	ACBA007.D.00065.C001
pdxB	pdxB	ACBA007.D.00065.C001
serC_pdxF	serC	ACBA007.D.00065.C001
pdxJ	pdxJ	ACBA007.D.00065.C001
yggS	yggS	ACBA007.D.00066.C001
epd	epd	ACBA007.D.00066.C001
pdxJ	pdxJ	ACBA007.D.00066.C001
serC_pdxF	serC	ACBA007.D.00066.C001
pdxB	pdxB	ACBA007.D.00066.C001
pdxA_3	pdxA	ACBA007.D.00066.C001
DXS	DXS	ACBA007.D.00066.C001
pdxH	pdxH	ACBA007.D.00066.C001
pdxJ	pdxJ	ACBA007.D.00067.C001
serC_pdxF	serC	ACBA007.D.00067.C001
pdxB	pdxB	ACBA007.D.00067.C001
pdxA_3	pdxA	ACBA007.D.00067.C001
DXS	DXS	ACBA007.D.00067.C001
pdxH	pdxH	ACBA007.D.00067.C001
yggS	yggS	ACBA007.D.00067.C001
epd	epd	ACBA007.D.00067.C001
pdxS	pdxS	ACBA007.D.00068.C001
pdxJ	pdxJ	ACBA007.D.00068.C001
serC_pdxF	serC	ACBA007.D.00068.C001
pdxB	pdxB	ACBA007.D.00068.C001
pdxA_3	pdxA	ACBA007.D.00068.C001
DXS	DXS	ACBA007.D.00068.C001
pdxH	pdxH	ACBA007.D.00068.C001
yggS	yggS	ACBA007.D.00068.C001
epd	epd	ACBA007.D.00068.C001
epd	epd	ACBA007.D.00069.C001
yggS	yggS	ACBA007.D.00069.C001
pdxH	pdxH	ACBA007.D.00069.C001
DXS	DXS	ACBA007.D.00069.C001
pdxA_3	pdxA	ACBA007.D.00069.C001
pdxB	pdxB	ACBA007.D.00069.C001
serC_pdxF	serC	ACBA007.D.00069.C001
pdxJ	pdxJ	ACBA007.D.00069.C001
pdxH	pdxH	ACBA007.D.00070.C001
yggS	yggS	ACBA007.D.00070.C001
epd	epd	ACBA007.D.00070.C001
pdxJ	pdxJ	ACBA007.D.00070.C001
serC_pdxF	serC	ACBA007.D.00070.C001
pdxB	pdxB	ACBA007.D.00070.C001
pdxA_3	pdxA	ACBA007.D.00070.C001
DXS	DXS	ACBA007.D.00070.C001
pdxH	pdxH	ACBA007.D.00071.C001
DXS	DXS	ACBA007.D.00071.C001
pdxA_3	pdxA	ACBA007.D.00071.C001
pdxB	pdxB	ACBA007.D.00071.C001
serC_pdxF	serC	ACBA007.D.00071.C001
pdxJ	pdxJ	ACBA007.D.00071.C001
epd	epd	ACBA007.D.00071.C001
yggS	yggS	ACBA007.D.00071.C001
epd	epd	ACBA007.D.00072.C001
yggS	yggS	ACBA007.D.00072.C001
pdxH	pdxH	ACBA007.D.00072.C001
DXS	DXS	ACBA007.D.00072.C001
pdxA_3	pdxA	ACBA007.D.00072.C001
pdxB	pdxB	ACBA007.D.00072.C001
serC_pdxF	serC	ACBA007.D.00072.C001
pdxJ	pdxJ	ACBA007.D.00072.C001
epd	epd	ACBA007.D.00073.C001
yggS	yggS	ACBA007.D.00073.C001
pdxH	pdxH	ACBA007.D.00073.C001
DXS	DXS	ACBA007.D.00073.C001
pdxA_3	pdxA	ACBA007.D.00073.C001
pdxB	pdxB	ACBA007.D.00073.C001
serC_pdxF	serC	ACBA007.D.00073.C001
pdxJ	pdxJ	ACBA007.D.00073.C001
pdxH	pdxH	ACBA007.D.00074.C001
DXS	DXS	ACBA007.D.00074.C001
pdxA_3	pdxA	ACBA007.D.00074.C001
pdxB	pdxB	ACBA007.D.00074.C001
serC_pdxF	serC	ACBA007.D.00074.C001
pdxJ	pdxJ	ACBA007.D.00074.C001
epd	epd	ACBA007.D.00074.C001
yggS	yggS	ACBA007.D.00074.C001
yggS	yggS	ACBA007.D.00075.C001
epd	epd	ACBA007.D.00075.C001
pdxJ	pdxJ	ACBA007.D.00075.C001
serC_pdxF	serC	ACBA007.D.00075.C001
pdxB	pdxB	ACBA007.D.00075.C001
pdxA_3	pdxA	ACBA007.D.00075.C001
DXS	DXS	ACBA007.D.00075.C001
pdxH	pdxH	ACBA007.D.00075.C001
yggS	yggS	ACBA007.D.00076.C001
epd	epd	ACBA007.D.00076.C001
pdxS	pdxS	ACBA007.D.00076.C001
pdxJ	pdxJ	ACBA007.D.00076.C001
serC_pdxF	serC	ACBA007.D.00076.C001
pdxB	pdxB	ACBA007.D.00076.C001
pdxA_3	pdxA	ACBA007.D.00076.C001
DXS	DXS	ACBA007.D.00076.C001
pdxH	pdxH	ACBA007.D.00076.C001
DXS	DXS	ACBA007.D.00077.C001
pdxA_3	pdxA	ACBA007.D.00077.C001
pdxB	pdxB	ACBA007.D.00077.C001
serC_pdxF	serC	ACBA007.D.00077.C001
pdxJ	pdxJ	ACBA007.D.00077.C001
epd	epd	ACBA007.D.00077.C001
yggS	yggS	ACBA007.D.00077.C001
pdxH	pdxH	ACBA007.D.00077.C001
pdxH	pdxH	ACBA007.D.00078.C001
DXS	DXS	ACBA007.D.00078.C001
pdxA_3	pdxA	ACBA007.D.00078.C001
pdxB	pdxB	ACBA007.D.00078.C001
serC_pdxF	serC	ACBA007.D.00078.C001
pdxJ	pdxJ	ACBA007.D.00078.C001
epd	epd	ACBA007.D.00078.C001
yggS	yggS	ACBA007.D.00078.C001
yggS	yggS	ACBA007.D.00079.C001
epd	epd	ACBA007.D.00079.C001
pdxJ	pdxJ	ACBA007.D.00079.C001
serC_pdxF	serC	ACBA007.D.00079.C001
pdxB	pdxB	ACBA007.D.00079.C001
pdxA_3	pdxA	ACBA007.D.00079.C001
DXS	DXS	ACBA007.D.00079.C001
pdxH	pdxH	ACBA007.D.00079.C001
pdxH	pdxH	ACBA007.D.00080.C001
DXS	DXS	ACBA007.D.00080.C001
pdxA_3	pdxA	ACBA007.D.00080.C001
pdxB	pdxB	ACBA007.D.00080.C001
serC_pdxF	serC	ACBA007.D.00080.C001
pdxJ	pdxJ	ACBA007.D.00080.C001
epd	epd	ACBA007.D.00080.C001
yggS	yggS	ACBA007.D.00080.C001
pdxH	pdxH	ACBA007.D.00081.C001
DXS	DXS	ACBA007.D.00081.C001
pdxA_3	pdxA	ACBA007.D.00081.C001
pdxB	pdxB	ACBA007.D.00081.C001
serC_pdxF	serC	ACBA007.D.00081.C001
pdxJ	pdxJ	ACBA007.D.00081.C001
epd	epd	ACBA007.D.00081.C001
yggS	yggS	ACBA007.D.00081.C001
pdxH	pdxH	ACBA007.D.00082.C001
DXS	DXS	ACBA007.D.00082.C001
pdxA_3	pdxA	ACBA007.D.00082.C001
pdxB	pdxB	ACBA007.D.00082.C001
serC_pdxF	serC	ACBA007.D.00082.C001
pdxJ	pdxJ	ACBA007.D.00082.C001
epd	epd	ACBA007.D.00082.C001
yggS	yggS	ACBA007.D.00082.C001
yggS	yggS	ACBA007.D.00083.C001
pdxH	pdxH	ACBA007.D.00083.C001
DXS	DXS	ACBA007.D.00083.C001
pdxA_3	pdxA	ACBA007.D.00083.C001
pdxB	pdxB	ACBA007.D.00083.C001
pdxJ	pdxJ	ACBA007.D.00083.C001
epd	epd	ACBA007.D.00083.C001
pdxJ	pdxJ	ACBA007.D.00084.C001
serC_pdxF	serC	ACBA007.D.00084.C001
pdxB	pdxB	ACBA007.D.00084.C001
pdxA_3	pdxA	ACBA007.D.00084.C001
DXS	DXS	ACBA007.D.00084.C001
pdxH	pdxH	ACBA007.D.00084.C001
yggS	yggS	ACBA007.D.00084.C001
epd	epd	ACBA007.D.00084.C001
yggS	yggS	ACBA007.D.00085.C001
epd	epd	ACBA007.D.00085.C001
pdxJ	pdxJ	ACBA007.D.00085.C001
serC_pdxF	serC	ACBA007.D.00085.C001
pdxB	pdxB	ACBA007.D.00085.C001
pdxA_3	pdxA	ACBA007.D.00085.C001
DXS	DXS	ACBA007.D.00085.C001
pdxH	pdxH	ACBA007.D.00085.C001
epd	epd	ACBA007.D.00086.C001
pdxJ	pdxJ	ACBA007.D.00086.C001
serC_pdxF	serC	ACBA007.D.00086.C001
pdxB	pdxB	ACBA007.D.00086.C001
pdxA_3	pdxA	ACBA007.D.00086.C001
DXS	DXS	ACBA007.D.00086.C001
pdxH	pdxH	ACBA007.D.00086.C001
yggS	yggS	ACBA007.D.00086.C001
pdxA_3	pdxA	ACBA007.D.00087.C001
DXS	DXS	ACBA007.D.00087.C001
pdxH	pdxH	ACBA007.D.00087.C001
yggS	yggS	ACBA007.D.00087.C001
epd	epd	ACBA007.D.00087.C001
pdxJ	pdxJ	ACBA007.D.00087.C001
serC_pdxF	serC	ACBA007.D.00087.C001
pdxB	pdxB	ACBA007.D.00087.C001
pdxB	pdxB	ACBA007.D.00088.C001
pdxA_3	pdxA	ACBA007.D.00088.C001
DXS	DXS	ACBA007.D.00088.C001
pdxH	pdxH	ACBA007.D.00088.C001
yggS	yggS	ACBA007.D.00088.C001
epd	epd	ACBA007.D.00088.C001
pdxJ	pdxJ	ACBA007.D.00088.C001
serC_pdxF	serC	ACBA007.D.00088.C001
pdxH	pdxH	ACBA007.D.00089.C001
DXS	DXS	ACBA007.D.00089.C001
pdxA_3	pdxA	ACBA007.D.00089.C001
pdxB	pdxB	ACBA007.D.00089.C001
serC_pdxF	serC	ACBA007.D.00089.C001
pdxJ	pdxJ	ACBA007.D.00089.C001
epd	epd	ACBA007.D.00089.C001
yggS	yggS	ACBA007.D.00089.C001
epd	epd	ACBA007.D.00090.C001
yggS	yggS	ACBA007.D.00090.C001
pdxH	pdxH	ACBA007.D.00090.C001
DXS	DXS	ACBA007.D.00090.C001
pdxA_3	pdxA	ACBA007.D.00090.C001
pdxB	pdxB	ACBA007.D.00090.C001
serC_pdxF	serC	ACBA007.D.00090.C001
pdxJ	pdxJ	ACBA007.D.00090.C001
pdxH	pdxH	ACBA007.D.00091.C001
yggS	yggS	ACBA007.D.00091.C001
epd	epd	ACBA007.D.00091.C001
pdxJ	pdxJ	ACBA007.D.00091.C001
serC_pdxF	serC	ACBA007.D.00091.C001
pdxB	pdxB	ACBA007.D.00091.C001
pdxA_3	pdxA	ACBA007.D.00091.C001
DXS	DXS	ACBA007.D.00091.C001
yggS	yggS	ACBA007.D.00092.C001
epd	epd	ACBA007.D.00092.C001
pdxS	pdxS	ACBA007.D.00092.C001
pdxJ	pdxJ	ACBA007.D.00092.C001
serC_pdxF	serC	ACBA007.D.00092.C001
pdxB	pdxB	ACBA007.D.00092.C001
pdxA_3	pdxA	ACBA007.D.00092.C001
DXS	DXS	ACBA007.D.00092.C001
pdxH	pdxH	ACBA007.D.00092.C001
pdxH	pdxH	ACBA007.D.00093.C001
DXS	DXS	ACBA007.D.00093.C001
pdxA_3	pdxA	ACBA007.D.00093.C001
pdxB	pdxB	ACBA007.D.00093.C001
serC_pdxF	serC	ACBA007.D.00093.C001
pdxJ	pdxJ	ACBA007.D.00093.C001
epd	epd	ACBA007.D.00093.C001
yggS	yggS	ACBA007.D.00093.C001
pdxJ	pdxJ	ACBA007.D.00094.C001
serC_pdxF	serC	ACBA007.D.00094.C001
pdxB	pdxB	ACBA007.D.00094.C001
pdxA_3	pdxA	ACBA007.D.00094.C001
DXS	DXS	ACBA007.D.00094.C001
pdxH	pdxH	ACBA007.D.00094.C001
yggS	yggS	ACBA007.D.00094.C001
epd	epd	ACBA007.D.00094.C001
pdxB	pdxB	ACBA007.D.00095.C001
serC_pdxF	serC	ACBA007.D.00095.C001
pdxJ	pdxJ	ACBA007.D.00095.C001
epd	epd	ACBA007.D.00095.C001
yggS	yggS	ACBA007.D.00095.C001
pdxH	pdxH	ACBA007.D.00095.C001
DXS	DXS	ACBA007.D.00095.C001
pdxA_3	pdxA	ACBA007.D.00095.C001
epd	epd	ACBA007.D.00096.C001
yggS	yggS	ACBA007.D.00096.C001
pdxH	pdxH	ACBA007.D.00096.C001
DXS	DXS	ACBA007.D.00096.C001
pdxA_3	pdxA	ACBA007.D.00096.C001
pdxB	pdxB	ACBA007.D.00096.C001
serC_pdxF	serC	ACBA007.D.00096.C001
pdxJ	pdxJ	ACBA007.D.00096.C001
pdxH	pdxH	ACBA007.D.00097.C001
DXS	DXS	ACBA007.D.00097.C001
pdxA_3	pdxA	ACBA007.D.00097.C001
pdxB	pdxB	ACBA007.D.00097.C001
serC_pdxF	serC	ACBA007.D.00097.C001
pdxJ	pdxJ	ACBA007.D.00097.C001
epd	epd	ACBA007.D.00097.C001
yggS	yggS	ACBA007.D.00097.C001
pdxH	pdxH	ACBA007.D.00098.C001
DXS	DXS	ACBA007.D.00098.C001
pdxA_3	pdxA	ACBA007.D.00098.C001
pdxB	pdxB	ACBA007.D.00098.C001
serC_pdxF	serC	ACBA007.D.00098.C001
pdxJ	pdxJ	ACBA007.D.00098.C001
epd	epd	ACBA007.D.00098.C001
yggS	yggS	ACBA007.D.00098.C001
pdxH	pdxH	ACBA007.D.00099.C001
DXS	DXS	ACBA007.D.00099.C001
pdxA_3	pdxA	ACBA007.D.00099.C001
pdxB	pdxB	ACBA007.D.00099.C001
serC_pdxF	serC	ACBA007.D.00099.C001
pdxJ	pdxJ	ACBA007.D.00099.C001
epd	epd	ACBA007.D.00099.C001
yggS	yggS	ACBA007.D.00099.C001
pdxH	pdxH	ACBA007.D.00100.C001
DXS	DXS	ACBA007.D.00100.C001
pdxA_3	pdxA	ACBA007.D.00100.C001
pdxB	pdxB	ACBA007.D.00100.C001
serC_pdxF	serC	ACBA007.D.00100.C001
pdxJ	pdxJ	ACBA007.D.00100.C001
epd	epd	ACBA007.D.00100.C001
yggS	yggS	ACBA007.D.00100.C001
epd	epd	ACBA007.D.00101.C001
pdxJ	pdxJ	ACBA007.D.00101.C001
serC_pdxF	serC	ACBA007.D.00101.C001
pdxB	pdxB	ACBA007.D.00101.C001
pdxA_3	pdxA	ACBA007.D.00101.C001
DXS	DXS	ACBA007.D.00101.C001
pdxH	pdxH	ACBA007.D.00101.C001
yggS	yggS	ACBA007.D.00101.C001
pdxH	pdxH	ACBA007.D.00102.C001
DXS	DXS	ACBA007.D.00102.C001
pdxA_3	pdxA	ACBA007.D.00102.C001
pdxB	pdxB	ACBA007.D.00102.C001
serC_pdxF	serC	ACBA007.D.00102.C001
pdxJ	pdxJ	ACBA007.D.00102.C001
epd	epd	ACBA007.D.00102.C001
yggS	yggS	ACBA007.D.00102.C001
pdxH	pdxH	ACBA007.D.00103.C001
DXS	DXS	ACBA007.D.00103.C001
pdxA_3	pdxA	ACBA007.D.00103.C001
pdxB	pdxB	ACBA007.D.00103.C001
serC_pdxF	serC	ACBA007.D.00103.C001
pdxJ	pdxJ	ACBA007.D.00103.C001
pdxS	pdxS	ACBA007.D.00103.C001
epd	epd	ACBA007.D.00103.C001
yggS	yggS	ACBA007.D.00103.C001
yggS	yggS	ACBA007.D.00104.C001
epd	epd	ACBA007.D.00104.C001
pdxJ	pdxJ	ACBA007.D.00104.C001
serC_pdxF	serC	ACBA007.D.00104.C001
pdxB	pdxB	ACBA007.D.00104.C001
pdxA_3	pdxA	ACBA007.D.00104.C001
DXS	DXS	ACBA007.D.00104.C001
pdxH	pdxH	ACBA007.D.00104.C001
pdxH	pdxH	ACBA007.D.00105.C001
DXS	DXS	ACBA007.D.00105.C001
pdxA_3	pdxA	ACBA007.D.00105.C001
pdxB	pdxB	ACBA007.D.00105.C001
serC_pdxF	serC	ACBA007.D.00105.C001
pdxJ	pdxJ	ACBA007.D.00105.C001
epd	epd	ACBA007.D.00105.C001
yggS	yggS	ACBA007.D.00105.C001
epd	epd	ACBA007.D.00106.C001
pdxJ	pdxJ	ACBA007.D.00106.C001
serC_pdxF	serC	ACBA007.D.00106.C001
pdxB	pdxB	ACBA007.D.00106.C001
pdxH	pdxH	ACBA007.D.00106.C001
DXS	DXS	ACBA007.D.00106.C001
pdxA_3	pdxA	ACBA007.D.00106.C001
yggS	yggS	ACBA007.D.00106.C001
pdxJ	pdxJ	ACBA007.D.00107.C001
serC_pdxF	serC	ACBA007.D.00107.C001
pdxB	pdxB	ACBA007.D.00107.C001
pdxA_3	pdxA	ACBA007.D.00107.C001
DXS	DXS	ACBA007.D.00107.C001
pdxH	pdxH	ACBA007.D.00107.C001
yggS	yggS	ACBA007.D.00107.C001
epd	epd	ACBA007.D.00107.C001
pdxH	pdxH	ACBA007.D.00108.C001
DXS	DXS	ACBA007.D.00108.C001
pdxA_3	pdxA	ACBA007.D.00108.C001
pdxB	pdxB	ACBA007.D.00108.C001
serC_pdxF	serC	ACBA007.D.00108.C001
pdxJ	pdxJ	ACBA007.D.00108.C001
epd	epd	ACBA007.D.00108.C001
yggS	yggS	ACBA007.D.00108.C001
epd	epd	ACBA007.D.00109.C001
yggS	yggS	ACBA007.D.00109.C001
pdxH	pdxH	ACBA007.D.00109.C001
DXS	DXS	ACBA007.D.00109.C001
pdxA_3	pdxA	ACBA007.D.00109.C001
pdxB	pdxB	ACBA007.D.00109.C001
serC_pdxF	serC	ACBA007.D.00109.C001
pdxJ	pdxJ	ACBA007.D.00109.C001
pdxB	pdxB	ACBA007.D.00110.C001
serC_pdxF	serC	ACBA007.D.00110.C001
pdxJ	pdxJ	ACBA007.D.00110.C001
epd	epd	ACBA007.D.00110.C001
yggS	yggS	ACBA007.D.00110.C001
pdxH	pdxH	ACBA007.D.00110.C001
DXS	DXS	ACBA007.D.00110.C001
pdxA_3	pdxA	ACBA007.D.00110.C001
pdxA_3	pdxA	ACBA007.D.00111.C001
pdxB	pdxB	ACBA007.D.00111.C001
serC_pdxF	serC	ACBA007.D.00111.C001
pdxJ	pdxJ	ACBA007.D.00111.C001
epd	epd	ACBA007.D.00111.C001
yggS	yggS	ACBA007.D.00111.C001
pdxH	pdxH	ACBA007.D.00111.C001
DXS	DXS	ACBA007.D.00111.C001
pdxH	pdxH	ACBA007.D.00112.C001
DXS	DXS	ACBA007.D.00112.C001
pdxA_3	pdxA	ACBA007.D.00112.C001
pdxB	pdxB	ACBA007.D.00112.C001
serC_pdxF	serC	ACBA007.D.00112.C001
pdxJ	pdxJ	ACBA007.D.00112.C001
epd	epd	ACBA007.D.00112.C001
yggS	yggS	ACBA007.D.00112.C001
pdxA_3	pdxA	ACBA007.D.00113.C001
DXS	DXS	ACBA007.D.00113.C001
pdxH	pdxH	ACBA007.D.00113.C001
yggS	yggS	ACBA007.D.00113.C001
epd	epd	ACBA007.D.00113.C001
pdxT	pdxT	ACBA007.D.00113.C001
pdxJ	pdxJ	ACBA007.D.00113.C001
serC_pdxF	serC	ACBA007.D.00113.C001
pdxB	pdxB	ACBA007.D.00113.C001
yggS	yggS	ACBA007.D.00114.C001
epd	epd	ACBA007.D.00114.C001
pdxJ	pdxJ	ACBA007.D.00114.C001
serC_pdxF	serC	ACBA007.D.00114.C001
pdxB	pdxB	ACBA007.D.00114.C001
pdxA_3	pdxA	ACBA007.D.00114.C001
DXS	DXS	ACBA007.D.00114.C001
pdxH	pdxH	ACBA007.D.00114.C001
pdxH	pdxH	ACBA007.D.00115.C001
DXS	DXS	ACBA007.D.00115.C001
pdxA_3	pdxA	ACBA007.D.00115.C001
pdxB	pdxB	ACBA007.D.00115.C001
serC_pdxF	serC	ACBA007.D.00115.C001
pdxJ	pdxJ	ACBA007.D.00115.C001
epd	epd	ACBA007.D.00115.C001
yggS	yggS	ACBA007.D.00115.C001
pdxH	pdxH	ACBA007.D.00116.C001
DXS	DXS	ACBA007.D.00116.C001
pdxA_3	pdxA	ACBA007.D.00116.C001
pdxB	pdxB	ACBA007.D.00116.C001
serC_pdxF	serC	ACBA007.D.00116.C001
pdxJ	pdxJ	ACBA007.D.00116.C001
epd	epd	ACBA007.D.00116.C001
yggS	yggS	ACBA007.D.00116.C001
pdxH	pdxH	ACBA007.D.00117.C001
DXS	DXS	ACBA007.D.00117.C001
pdxA_3	pdxA	ACBA007.D.00117.C001
pdxB	pdxB	ACBA007.D.00117.C001
serC_pdxF	serC	ACBA007.D.00117.C001
pdxJ	pdxJ	ACBA007.D.00117.C001
epd	epd	ACBA007.D.00117.C001
yggS	yggS	ACBA007.D.00117.C001
pdxH	pdxH	ACBA007.D.00118.C001
DXS	DXS	ACBA007.D.00118.C001
pdxA_3	pdxA	ACBA007.D.00118.C001
pdxB	pdxB	ACBA007.D.00118.C001
serC_pdxF	serC	ACBA007.D.00118.C001
pdxJ	pdxJ	ACBA007.D.00118.C001
epd	epd	ACBA007.D.00118.C001
yggS	yggS	ACBA007.D.00118.C001
pdxH	pdxH	ACBA007.D.00119.C001
DXS	DXS	ACBA007.D.00119.C001
pdxA_3	pdxA	ACBA007.D.00119.C001
pdxB	pdxB	ACBA007.D.00119.C001
serC_pdxF	serC	ACBA007.D.00119.C001
pdxJ	pdxJ	ACBA007.D.00119.C001
epd	epd	ACBA007.D.00119.C001
yggS	yggS	ACBA007.D.00119.C001
pdxH	pdxH	ACBA007.D.00120.C001
DXS	DXS	ACBA007.D.00120.C001
pdxA_3	pdxA	ACBA007.D.00120.C001
pdxB	pdxB	ACBA007.D.00120.C001
serC_pdxF	serC	ACBA007.D.00120.C001
pdxJ	pdxJ	ACBA007.D.00120.C001
epd	epd	ACBA007.D.00120.C001
yggS	yggS	ACBA007.D.00120.C001
pdxH	pdxH	ACBA007.D.00121.C001
DXS	DXS	ACBA007.D.00121.C001
pdxA_3	pdxA	ACBA007.D.00121.C001
pdxB	pdxB	ACBA007.D.00121.C001
serC_pdxF	serC	ACBA007.D.00121.C001
pdxJ	pdxJ	ACBA007.D.00121.C001
epd	epd	ACBA007.D.00121.C001
yggS	yggS	ACBA007.D.00121.C001
pdxH	pdxH	ACBA007.D.00122.C001
DXS	DXS	ACBA007.D.00122.C001
pdxA_3	pdxA	ACBA007.D.00122.C001
pdxB	pdxB	ACBA007.D.00122.C001
serC_pdxF	serC	ACBA007.D.00122.C001
pdxJ	pdxJ	ACBA007.D.00122.C001
epd	epd	ACBA007.D.00122.C001
yggS	yggS	ACBA007.D.00122.C001
pdxJ	pdxJ	ACBA007.D.00123.C001
serC_pdxF	serC	ACBA007.D.00123.C001
pdxB	pdxB	ACBA007.D.00123.C001
pdxA_3	pdxA	ACBA007.D.00123.C001
DXS	DXS	ACBA007.D.00123.C001
pdxH	pdxH	ACBA007.D.00123.C001
yggS	yggS	ACBA007.D.00123.C001
epd	epd	ACBA007.D.00123.C001
yggS	yggS	ACBA007.D.00124.C001
epd	epd	ACBA007.D.00124.C001
pdxJ	pdxJ	ACBA007.D.00124.C001
serC_pdxF	serC	ACBA007.D.00124.C001
pdxB	pdxB	ACBA007.D.00124.C001
pdxA_3	pdxA	ACBA007.D.00124.C001
DXS	DXS	ACBA007.D.00124.C001
pdxH	pdxH	ACBA007.D.00124.C001
pdxH	pdxH	ACBA007.D.00125.C001
DXS	DXS	ACBA007.D.00125.C001
pdxA_3	pdxA	ACBA007.D.00125.C001
pdxB	pdxB	ACBA007.D.00125.C001
serC_pdxF	serC	ACBA007.D.00125.C001
pdxJ	pdxJ	ACBA007.D.00125.C001
epd	epd	ACBA007.D.00125.C001
yggS	yggS	ACBA007.D.00125.C001
yggS	yggS	ACBA007.D.00126.C001
epd	epd	ACBA007.D.00126.C001
pdxJ	pdxJ	ACBA007.D.00126.C001
serC_pdxF	serC	ACBA007.D.00126.C001
pdxB	pdxB	ACBA007.D.00126.C001
pdxA_3	pdxA	ACBA007.D.00126.C001
DXS	DXS	ACBA007.D.00126.C001
pdxH	pdxH	ACBA007.D.00126.C001
pdxB	pdxB	ACBA007.D.00127.C001
serC_pdxF	serC	ACBA007.D.00127.C001
pdxJ	pdxJ	ACBA007.D.00127.C001
epd	epd	ACBA007.D.00127.C001
yggS	yggS	ACBA007.D.00127.C001
pdxH	pdxH	ACBA007.D.00127.C001
DXS	DXS	ACBA007.D.00127.C001
pdxA_3	pdxA	ACBA007.D.00127.C001
epd	epd	ACBA007.D.00128.C001
yggS	yggS	ACBA007.D.00128.C001
pdxH	pdxH	ACBA007.D.00128.C001
DXS	DXS	ACBA007.D.00128.C001
pdxA_3	pdxA	ACBA007.D.00128.C001
pdxB	pdxB	ACBA007.D.00128.C001
serC_pdxF	serC	ACBA007.D.00128.C001
pdxJ	pdxJ	ACBA007.D.00128.C001
pdxH	pdxH	ACBA007.D.00129.C001
DXS	DXS	ACBA007.D.00129.C001
